bucket,s3_image,category,label,local_image
nir-presto,dogs_vs_cats/dog/dog.10009.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10009.jpg
nir-presto,dogs_vs_cats/dog/dog.1001.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1001.jpg
nir-presto,dogs_vs_cats/dog/dog.10010.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10010.jpg
nir-presto,dogs_vs_cats/dog/dog.10011.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10011.jpg
nir-presto,dogs_vs_cats/dog/dog.10012.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10012.jpg
nir-presto,dogs_vs_cats/dog/dog.10013.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10013.jpg
nir-presto,dogs_vs_cats/dog/dog.10014.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10014.jpg
nir-presto,dogs_vs_cats/dog/dog.10015.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10015.jpg
nir-presto,dogs_vs_cats/dog/dog.10016.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10016.jpg
nir-presto,dogs_vs_cats/dog/dog.10017.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10017.jpg
nir-presto,dogs_vs_cats/dog/dog.10018.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10018.jpg
nir-presto,dogs_vs_cats/dog/dog.10019.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10019.jpg
nir-presto,dogs_vs_cats/dog/dog.1002.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1002.jpg
nir-presto,dogs_vs_cats/dog/dog.10020.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10020.jpg
nir-presto,dogs_vs_cats/dog/dog.10021.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10021.jpg
nir-presto,dogs_vs_cats/dog/dog.10022.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10022.jpg
nir-presto,dogs_vs_cats/dog/dog.10023.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10023.jpg
nir-presto,dogs_vs_cats/dog/dog.10024.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10024.jpg
nir-presto,dogs_vs_cats/dog/dog.10025.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10025.jpg
nir-presto,dogs_vs_cats/dog/dog.10026.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10026.jpg
nir-presto,dogs_vs_cats/dog/dog.10027.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10027.jpg
nir-presto,dogs_vs_cats/dog/dog.10028.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10028.jpg
nir-presto,dogs_vs_cats/dog/dog.10029.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10029.jpg
nir-presto,dogs_vs_cats/dog/dog.1003.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1003.jpg
nir-presto,dogs_vs_cats/dog/dog.10030.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10030.jpg
nir-presto,dogs_vs_cats/dog/dog.10031.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10031.jpg
nir-presto,dogs_vs_cats/dog/dog.10032.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10032.jpg
nir-presto,dogs_vs_cats/dog/dog.10033.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10033.jpg
nir-presto,dogs_vs_cats/dog/dog.10034.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10034.jpg
nir-presto,dogs_vs_cats/dog/dog.10035.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10035.jpg
nir-presto,dogs_vs_cats/dog/dog.10036.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10036.jpg
nir-presto,dogs_vs_cats/dog/dog.10037.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10037.jpg
nir-presto,dogs_vs_cats/dog/dog.10038.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10038.jpg
nir-presto,dogs_vs_cats/dog/dog.10039.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10039.jpg
nir-presto,dogs_vs_cats/dog/dog.1004.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1004.jpg
nir-presto,dogs_vs_cats/dog/dog.10040.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10040.jpg
nir-presto,dogs_vs_cats/dog/dog.10041.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10041.jpg
nir-presto,dogs_vs_cats/dog/dog.10042.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10042.jpg
nir-presto,dogs_vs_cats/dog/dog.10043.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10043.jpg
nir-presto,dogs_vs_cats/dog/dog.10044.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10044.jpg
nir-presto,dogs_vs_cats/dog/dog.10045.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10045.jpg
nir-presto,dogs_vs_cats/dog/dog.10046.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10046.jpg
nir-presto,dogs_vs_cats/dog/dog.10047.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10047.jpg
nir-presto,dogs_vs_cats/dog/dog.10048.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10048.jpg
nir-presto,dogs_vs_cats/dog/dog.10049.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10049.jpg
nir-presto,dogs_vs_cats/dog/dog.1005.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1005.jpg
nir-presto,dogs_vs_cats/dog/dog.10050.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10050.jpg
nir-presto,dogs_vs_cats/dog/dog.10051.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10051.jpg
nir-presto,dogs_vs_cats/dog/dog.10052.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10052.jpg
nir-presto,dogs_vs_cats/dog/dog.10053.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10053.jpg
nir-presto,dogs_vs_cats/dog/dog.10054.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10054.jpg
nir-presto,dogs_vs_cats/dog/dog.10055.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10055.jpg
nir-presto,dogs_vs_cats/dog/dog.10056.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10056.jpg
nir-presto,dogs_vs_cats/dog/dog.10057.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10057.jpg
nir-presto,dogs_vs_cats/dog/dog.10058.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10058.jpg
nir-presto,dogs_vs_cats/dog/dog.10059.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10059.jpg
nir-presto,dogs_vs_cats/dog/dog.1006.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1006.jpg
nir-presto,dogs_vs_cats/dog/dog.10060.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10060.jpg
nir-presto,dogs_vs_cats/dog/dog.10061.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10061.jpg
nir-presto,dogs_vs_cats/dog/dog.10062.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10062.jpg
nir-presto,dogs_vs_cats/dog/dog.10063.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10063.jpg
nir-presto,dogs_vs_cats/dog/dog.10064.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10064.jpg
nir-presto,dogs_vs_cats/dog/dog.10065.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10065.jpg
nir-presto,dogs_vs_cats/dog/dog.10066.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10066.jpg
nir-presto,dogs_vs_cats/dog/dog.10067.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10067.jpg
nir-presto,dogs_vs_cats/dog/dog.10068.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10068.jpg
nir-presto,dogs_vs_cats/dog/dog.10069.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10069.jpg
nir-presto,dogs_vs_cats/dog/dog.1007.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1007.jpg
nir-presto,dogs_vs_cats/dog/dog.10070.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10070.jpg
nir-presto,dogs_vs_cats/dog/dog.10071.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10071.jpg
nir-presto,dogs_vs_cats/dog/dog.10072.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10072.jpg
nir-presto,dogs_vs_cats/dog/dog.10073.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10073.jpg
nir-presto,dogs_vs_cats/dog/dog.10074.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10074.jpg
nir-presto,dogs_vs_cats/dog/dog.10075.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10075.jpg
nir-presto,dogs_vs_cats/dog/dog.10076.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10076.jpg
nir-presto,dogs_vs_cats/dog/dog.10077.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10077.jpg
nir-presto,dogs_vs_cats/dog/dog.10078.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10078.jpg
nir-presto,dogs_vs_cats/dog/dog.10079.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10079.jpg
nir-presto,dogs_vs_cats/dog/dog.1008.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1008.jpg
nir-presto,dogs_vs_cats/dog/dog.10080.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10080.jpg
nir-presto,dogs_vs_cats/dog/dog.10081.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10081.jpg
nir-presto,dogs_vs_cats/dog/dog.10082.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10082.jpg
nir-presto,dogs_vs_cats/dog/dog.10083.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10083.jpg
nir-presto,dogs_vs_cats/dog/dog.10084.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10084.jpg
nir-presto,dogs_vs_cats/dog/dog.10085.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10085.jpg
nir-presto,dogs_vs_cats/dog/dog.10086.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10086.jpg
nir-presto,dogs_vs_cats/dog/dog.10087.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10087.jpg
nir-presto,dogs_vs_cats/dog/dog.10088.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10088.jpg
nir-presto,dogs_vs_cats/dog/dog.10089.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10089.jpg
nir-presto,dogs_vs_cats/dog/dog.1009.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1009.jpg
nir-presto,dogs_vs_cats/dog/dog.10090.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10090.jpg
nir-presto,dogs_vs_cats/dog/dog.10091.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10091.jpg
nir-presto,dogs_vs_cats/dog/dog.10092.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10092.jpg
nir-presto,dogs_vs_cats/dog/dog.10093.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10093.jpg
nir-presto,dogs_vs_cats/dog/dog.10094.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10094.jpg
nir-presto,dogs_vs_cats/dog/dog.10095.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10095.jpg
nir-presto,dogs_vs_cats/dog/dog.10096.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10096.jpg
nir-presto,dogs_vs_cats/dog/dog.10097.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10097.jpg
nir-presto,dogs_vs_cats/dog/dog.10098.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10098.jpg
nir-presto,dogs_vs_cats/dog/dog.10099.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10099.jpg
nir-presto,dogs_vs_cats/dog/dog.101.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.101.jpg
nir-presto,dogs_vs_cats/dog/dog.1010.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1010.jpg
nir-presto,dogs_vs_cats/dog/dog.10100.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10100.jpg
nir-presto,dogs_vs_cats/dog/dog.10101.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10101.jpg
nir-presto,dogs_vs_cats/dog/dog.10102.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10102.jpg
nir-presto,dogs_vs_cats/dog/dog.10103.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10103.jpg
nir-presto,dogs_vs_cats/dog/dog.10104.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10104.jpg
nir-presto,dogs_vs_cats/dog/dog.10105.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10105.jpg
nir-presto,dogs_vs_cats/dog/dog.10106.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10106.jpg
nir-presto,dogs_vs_cats/dog/dog.10107.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10107.jpg
nir-presto,dogs_vs_cats/dog/dog.10108.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10108.jpg
nir-presto,dogs_vs_cats/dog/dog.10109.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10109.jpg
nir-presto,dogs_vs_cats/dog/dog.1011.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1011.jpg
nir-presto,dogs_vs_cats/dog/dog.10110.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10110.jpg
nir-presto,dogs_vs_cats/dog/dog.10111.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10111.jpg
nir-presto,dogs_vs_cats/dog/dog.10112.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10112.jpg
nir-presto,dogs_vs_cats/dog/dog.10113.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10113.jpg
nir-presto,dogs_vs_cats/dog/dog.10114.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10114.jpg
nir-presto,dogs_vs_cats/dog/dog.10115.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10115.jpg
nir-presto,dogs_vs_cats/dog/dog.10116.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10116.jpg
nir-presto,dogs_vs_cats/dog/dog.10117.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10117.jpg
nir-presto,dogs_vs_cats/dog/dog.10118.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10118.jpg
nir-presto,dogs_vs_cats/dog/dog.10119.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10119.jpg
nir-presto,dogs_vs_cats/dog/dog.1012.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1012.jpg
nir-presto,dogs_vs_cats/dog/dog.10120.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10120.jpg
nir-presto,dogs_vs_cats/dog/dog.10121.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10121.jpg
nir-presto,dogs_vs_cats/dog/dog.10122.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10122.jpg
nir-presto,dogs_vs_cats/dog/dog.10123.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10123.jpg
nir-presto,dogs_vs_cats/dog/dog.10124.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10124.jpg
nir-presto,dogs_vs_cats/dog/dog.10125.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10125.jpg
nir-presto,dogs_vs_cats/dog/dog.10126.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10126.jpg
nir-presto,dogs_vs_cats/dog/dog.10127.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10127.jpg
nir-presto,dogs_vs_cats/dog/dog.10128.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10128.jpg
nir-presto,dogs_vs_cats/dog/dog.10129.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10129.jpg
nir-presto,dogs_vs_cats/dog/dog.1013.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1013.jpg
nir-presto,dogs_vs_cats/dog/dog.10130.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10130.jpg
nir-presto,dogs_vs_cats/dog/dog.10131.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10131.jpg
nir-presto,dogs_vs_cats/dog/dog.10132.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10132.jpg
nir-presto,dogs_vs_cats/dog/dog.10133.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10133.jpg
nir-presto,dogs_vs_cats/dog/dog.10134.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10134.jpg
nir-presto,dogs_vs_cats/dog/dog.10135.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10135.jpg
nir-presto,dogs_vs_cats/dog/dog.10136.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10136.jpg
nir-presto,dogs_vs_cats/dog/dog.10137.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10137.jpg
nir-presto,dogs_vs_cats/dog/dog.10138.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10138.jpg
nir-presto,dogs_vs_cats/dog/dog.10139.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10139.jpg
nir-presto,dogs_vs_cats/dog/dog.1014.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1014.jpg
nir-presto,dogs_vs_cats/dog/dog.10140.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10140.jpg
nir-presto,dogs_vs_cats/dog/dog.10141.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10141.jpg
nir-presto,dogs_vs_cats/dog/dog.10142.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10142.jpg
nir-presto,dogs_vs_cats/dog/dog.10143.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10143.jpg
nir-presto,dogs_vs_cats/dog/dog.10144.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10144.jpg
nir-presto,dogs_vs_cats/dog/dog.10145.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10145.jpg
nir-presto,dogs_vs_cats/dog/dog.10146.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10146.jpg
nir-presto,dogs_vs_cats/dog/dog.10147.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10147.jpg
nir-presto,dogs_vs_cats/dog/dog.10148.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10148.jpg
nir-presto,dogs_vs_cats/dog/dog.10149.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10149.jpg
nir-presto,dogs_vs_cats/dog/dog.1015.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1015.jpg
nir-presto,dogs_vs_cats/dog/dog.10150.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10150.jpg
nir-presto,dogs_vs_cats/dog/dog.10151.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10151.jpg
nir-presto,dogs_vs_cats/dog/dog.10152.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10152.jpg
nir-presto,dogs_vs_cats/dog/dog.10153.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10153.jpg
nir-presto,dogs_vs_cats/dog/dog.10154.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10154.jpg
nir-presto,dogs_vs_cats/dog/dog.10155.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10155.jpg
nir-presto,dogs_vs_cats/dog/dog.10156.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10156.jpg
nir-presto,dogs_vs_cats/dog/dog.10157.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10157.jpg
nir-presto,dogs_vs_cats/dog/dog.10158.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10158.jpg
nir-presto,dogs_vs_cats/dog/dog.10159.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10159.jpg
nir-presto,dogs_vs_cats/dog/dog.1016.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1016.jpg
nir-presto,dogs_vs_cats/dog/dog.10160.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10160.jpg
nir-presto,dogs_vs_cats/dog/dog.10161.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10161.jpg
nir-presto,dogs_vs_cats/dog/dog.10162.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10162.jpg
nir-presto,dogs_vs_cats/dog/dog.10163.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10163.jpg
nir-presto,dogs_vs_cats/dog/dog.10164.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10164.jpg
nir-presto,dogs_vs_cats/dog/dog.10165.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10165.jpg
nir-presto,dogs_vs_cats/dog/dog.10166.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10166.jpg
nir-presto,dogs_vs_cats/dog/dog.10167.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10167.jpg
nir-presto,dogs_vs_cats/dog/dog.10168.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10168.jpg
nir-presto,dogs_vs_cats/dog/dog.10169.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10169.jpg
nir-presto,dogs_vs_cats/dog/dog.1017.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.1017.jpg
nir-presto,dogs_vs_cats/dog/dog.10170.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10170.jpg
nir-presto,dogs_vs_cats/dog/dog.10171.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10171.jpg
nir-presto,dogs_vs_cats/dog/dog.10172.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10172.jpg
nir-presto,dogs_vs_cats/dog/dog.10173.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10173.jpg
nir-presto,dogs_vs_cats/dog/dog.10174.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10174.jpg
nir-presto,dogs_vs_cats/dog/dog.10175.jpg,dog,1,/v3io/bigdata/dogs_vs_cats_sample/dog/dog.10175.jpg
